Id,Paper,DOI,Species,Year,Country,Sites,Experimental.design,Repetitions,Treatment,Nrates_kg_ha,Sowing.Date,Harvest_Date,Row_Space,Water,Water_applied,Genotype,W_ton_ha,Nupt_kg_ha,Nobs%,Npred%,W_LSD,W_CV,W_SE_min,W_SE_Max,Nconc_LSD,Nconc_SE_min,Nconc_SE_Max,Nupt_SE_min,Nupt_SE_Max,Sampling_time,Observation
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N0,0,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,298,11.67874964,213.8980263,,1.831514784,0,,0,0,,,,198.7012987,227.9220779,t2,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N0,0,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,298,14.03792351,202.7960526,,1.444629987,0,,0,0,,,,176.7857143,228.6525974,t3,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N0,0,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,298,16.65461188,347.1217105,,2.084237765,0,,0,0,,,,328.0032468,371.1038961,t4,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N0,0,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,235,5.06842132,150.2467105,,2.964369002,0,,0,0,,,,149.025974,157.0616883,t1,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N0,0,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,235,12.03295049,237.5822368,,1.974430436,0,,0,0,,,,228.6525974,246.1850649,t2,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N0,0,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,235,15.06838749,241.2828947,,1.601252256,0,,0,0,,,,231.5746753,253.4902597,t3,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N0,0,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,235,16.33261726,357.4835526,,2.18877077,0,,0,0,,,,344.0746753,371.1038961,t4,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N0,0,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,184,5.551514741,178.3717105,,3.213027774,0,,0,0,,,,173.1331169,185.5519481,t1,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N0,0,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,184,12.77382906,263.4868421,,2.062708377,0,,0,0,,,,257.1428571,271.0227273,t2,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N0,0,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,184,16.6786989,271.6282895,,1.628594,0,,0,0,,,,263.7175325,279.788961,t3,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N0,0,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,184,18.23285238,395.9703947,,2.171741352,0,,0,0,,,,372.5649351,422.2402597,t4,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N0,0,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,86,5.164972344,148.766447,,2.880295132,0,,0,0,,,,146.8344156,154.8701299,t1,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N0,0,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,86,11.90419324,232.401316,,1.95226431,0,,0,0,,,,217.6948052,247.6461039,t2,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N0,0,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,86,14.68198041,212.417763,,1.446792306,0,,0,0,,,,196.5097403,229.3831169,t3,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N0,0,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,86,17.65300496,330.838816,,1.87412181,0,,0,0,,,,309.7402597,355.0324675,t4,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,111,5.01607717,141.9249592,,2.82940143,0,,0,0,,,,138.3870968,148.0645161,t1,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,111,12.7073955,260.3588907,,2.048876898,0,,0,0,,,,251.6129032,272.9032258,t2,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,111,15.67524116,248.6133768,,1.58602585,0,,0,0,,,,238.0645161,264.1935484,t3,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,111,17.43086817,386.6231648,,2.218037341,0,,0,0,,,,356.1290323,418.0645161,t4,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,230,4.514469453,120.3915171,,2.666792153,0,,0,0,,,,120,126.7741935,t1,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,230,11.62057878,222.1859706,,1.91200434,0,,0,0,,,,219.6774194,226.4516129,t2,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,230,14.58842444,212.3980424,,1.455935446,0,,0,0,,,,203.2258065,224.516129,t3,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,230,15.96784566,339.6411093,,2.127031514,0,,0,0,,,,330,346.4516129,t4,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,298,5.768488746,184.9918434,,3.206937753,0,,0,0,,,,179.0322581,192.5806452,t1,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,298,14.42122186,345.5138662,,2.395870957,0,,0,0,,,,319.3548387,373.5483871,t2,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,298,18.68488746,380.7504078,,2.037745256,0,,0,0,,,,367.7419355,395.8064516,t3,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,298,19.10289389,457.096248,,2.392811532,0,,0,0,,,,430.6451613,481.9354839,t4,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,235,6.562700965,214.3556281,,3.266271452,0,,0,0,,,,215.8064516,218.7096774,t1,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,235,15.50803859,345.5138662,,2.227966252,0,,0,0,,,,340.6451613,354.1935484,t2,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,235,20.52411576,375.8564437,,1.831291774,0,,0,0,,,,359.0322581,396.7741935,t3,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,235,21.52733119,524.6329527,,2.43705524,0,,0,0,,,,491.6129032,560.3225806,t4,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,184,6.855305466,239.8042414,,3.498082508,0,,0,0,,,,237.0967742,244.8387097,t1,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,184,16.26045016,380.7504078,,2.341573598,0,,0,0,,,,367.7419355,395.8064516,t2,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,184,21.94533762,446.3295269,,2.033823925,0,,0,0,,,,433.5483871,455.8064516,t3,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,184,23.24115756,551.0603589,,2.37105384,0,,0,0,,,,539.0322581,568.0645161,t4,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,86,6.019292605,195.7585644,,3.252185551,0,,0,0,,,,191.6129032,201.2903226,t1,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,86,14.29581994,319.08646,,2.232026294,0,,0,0,,,,315.483871,328.0645161,t2,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,86,20.81672026,369.004894,,1.772637041,0,,0,0,,,,349.3548387,393.8709677,t3,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N75,75,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,86,21.19292605,471.7781403,,2.226111388,0,,0,0,,,,457.7419355,488.7096774,t4,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,111,6.574712644,212.7415537,,3.235754401,0,,0,0,,,,206.5540361,219.5643277,t1,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,111,15.77011494,383.5684518,,2.432248929,0,,0,0,,,,354.5233066,410.4581123,t2,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,111,19.95402299,404.890465,,2.029116962,0,,0,0,,,,384.1167213,424.4418138,t3,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,111,21.65517241,523.2624958,,2.416339551,0,,0,0,,,,500.8643681,541.1872633,t4,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,230,5.977011494,195.650811,,3.273388569,0,,0,0,,,,188.3822556,203.9919688,t1,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,230,15.40229885,384.840824,,2.49859341,0,,0,0,,,,376.6744214,389.6825157,t2,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,230,18.34482759,370.752696,,2.021020335,0,,0,0,,,,350.330833,390.6581228,t3,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,230,20.68965517,537.647434,,2.598629265,0,,0,0,,,,504.8019534,564.6391874,t4,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,298,6.804597701,237.5424579,,3.490911121,0,,0,0,,,,232.6822877,244.3895727,t1,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,298,17.56321839,487.0608605,,2.773186837,0,,0,0,,,,458.6979271,514.6327328,t2,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,298,22.89655172,501.8231391,,2.191697445,0,,0,0,,,,473.9846353,526.0170127,t3,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,298,23.95402299,622.8158425,,2.600046943,0,,0,0,,,,585.526847,657.071366,t4,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,235,7.448275862,265.0445647,,3.558468693,0,,0,0,,,,260.0366402,273.0447346,t1,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,235,18.06896552,489.6493211,,2.70989128,0,,0,0,,,,471.7433758,502.9628022,t2,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,235,23.67816092,530.6367326,,2.241038628,0,,0,0,,,,496.13575,563.7756433,t3,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,235,26.16091954,697.5337722,,2.66631978,0,,0,0,,,,680.5254875,711.7427166,t4,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,184,8.045977011,295.1696448,,3.668537014,0,,0,0,,,,282.1877549,309.5047531,t1,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,184,19.08045977,522.392773,,2.737841642,0,,0,0,,,,497.7947215,544.6238612,t2,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,184,25.14942529,566.0077596,,2.2505793,0,,0,0,,,,548.2032844,582.0243298,t3,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,184,27.03448276,719.7922329,,2.66249678,0,,0,0,,,,702.6744049,735.1946408,t4,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,86,7.264367816,251.8537692,,3.466974355,0,,0,0,,,,248.4040639,258.8105394,t1,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,86,17.56321839,481.6998709,,2.742662878,0,,0,0,,,,469.2164656,491.330226,t2,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,86,22.94252874,512.1976894,,2.232524998,0,,0,0,,,,497.5090708,524.8260689,t3,
3,Liu et al. (2021),10.1016/j.agrformet.2021.108616,Broomcorn millet,2020,China,"Yulin, Shaanxi",Split-plot,3,N150,150,12-Jun,20-Sep to 7-Oct,0.4,Rainfed,,86,25.24137931,651.5535078,,2.581291219,0,,0,0,,,,607.7526704,693.6038958,t4,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N250,250,12-Apr,,,Irrigated,60% Etc,,0.155330496,,3.509560229,3.509560229,0,,0,0,,,,,,t1,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N250,250,12-Apr,,,Irrigated,60% Etc,,2.935926991,,1.693116635,1.693116635,0,,0,0,,,,,,t2,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N250,250,12-Apr,,,Irrigated,60% Etc,,5.996972205,,1.396749522,1.396749522,0,,0,0,,,,,,t3,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N250,250,12-Apr,,,Irrigated,60% Etc,,12.30296343,,1.071701721,1.071701721,0,,0,0,,,,,,t4,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N250,250,12-Apr,,,Irrigated,60% Etc,,13.28092161,,1.043021033,1.043021033,0,,0,0,,,,,,t5,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N300,300,12-Apr,,,Irrigated,60% Etc,,0.190961276,,3.509560229,3.509560229,0,,0,0,,,,,,t1,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N300,300,12-Apr,,,Irrigated,60% Etc,,3.091503783,,1.807839388,1.807839388,0,,0,0,,,,,,t2,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N300,300,12-Apr,,,Irrigated,60% Etc,,6.83363874,,1.43499044,1.43499044,0,,0,0,,,,,,t3,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N300,300,12-Apr,,,Irrigated,60% Etc,,14.14123253,,1.124282983,1.124282983,0,,0,0,,,,,,t4,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N300,300,12-Apr,,,Irrigated,60% Etc,,14.47767247,,1.114722753,1.114722753,0,,0,0,,,,,,t5,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N350,350,12-Apr,,,Irrigated,60% Etc,,0.186281657,,3.509560229,3.509560229,0,,0,0,,,,,,t1,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N350,350,12-Apr,,,Irrigated,60% Etc,,3.287144677,,1.855640535,1.855640535,0,,0,0,,,,,,t2,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N350,350,12-Apr,,,Irrigated,60% Etc,,8.631597441,,1.530592734,1.530592734,0,,0,0,,,,,,t3,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N350,350,12-Apr,,,Irrigated,60% Etc,,16.98135049,,1.224665392,1.224665392,0,,0,0,,,,,,t4,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N350,350,12-Apr,,,Irrigated,60% Etc,,17.71843146,,1.205544933,1.205544933,0,,0,0,,,,,,t5,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N400,400,12-Apr,,,Irrigated,60% Etc,,0.14129164,,3.509560229,3.509560229,0,,0,0,,,,,,t1,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N400,400,12-Apr,,,Irrigated,60% Etc,,3.642795686,,1.956022945,1.956022945,0,,0,0,,,,,,t2,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N400,400,12-Apr,,,Irrigated,60% Etc,,9.427953578,,1.664435946,1.664435946,0,,0,0,,,,,,t3,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N400,400,12-Apr,,,Irrigated,60% Etc,,17.73764252,,1.320267686,1.320267686,0,,0,0,,,,,,t4,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N400,400,12-Apr,,,Irrigated,60% Etc,,18.5548517,,1.277246654,1.277246654,0,,0,0,,,,,,t5,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N250,250,12-Apr,,,Irrigated,80% Etc,,0.195950865,,3.499549876,3.499549876,0,,0,0,,,,,,t1,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N250,250,12-Apr,,,Irrigated,80% Etc,,3.197561845,,1.680421551,1.680421551,0,,0,0,,,,,,t2,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N250,250,12-Apr,,,Irrigated,80% Etc,,6.898864569,,1.350186899,1.350186899,0,,0,0,,,,,,t3,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N250,250,12-Apr,,,Irrigated,80% Etc,,14.91604319,,1.001389514,1.001389514,0,,0,0,,,,,,t4,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N250,250,12-Apr,,,Irrigated,80% Etc,,16.24572084,,1.019022643,1.019022643,0,,0,0,,,,,,t5,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N300,300,12-Apr,,,Irrigated,80% Etc,,0.197499884,,3.508816565,3.508816565,0,,0,0,,,,,,t1,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N300,300,12-Apr,,,Irrigated,80% Etc,,3.276871602,,1.777834315,1.777834315,0,,0,0,,,,,,t2,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N300,300,12-Apr,,,Irrigated,80% Etc,,8.49458618,,1.378006537,1.378006537,0,,0,0,,,,,,t3,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N300,300,12-Apr,,,Irrigated,80% Etc,,17.25041436,,1.057058144,1.057058144,0,,0,0,,,,,,t4,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N300,300,12-Apr,,,Irrigated,80% Etc,,18.11360503,,1.042213829,1.042213829,0,,0,0,,,,,,t5,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N350,350,12-Apr,,,Irrigated,80% Etc,,0.199048903,,3.518102824,3.518102824,0,,0,0,,,,,,t1,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N350,350,12-Apr,,,Irrigated,80% Etc,,3.472745016,,1.805653952,1.805653952,0,,0,0,,,,,,t2,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N350,350,12-Apr,,,Irrigated,80% Etc,,9.97351178,,1.470771278,1.470771278,0,,0,0,,,,,,t3,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N350,350,12-Apr,,,Irrigated,80% Etc,,19.54590517,,1.140536626,1.140536626,0,,0,0,,,,,,t4,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N350,350,12-Apr,,,Irrigated,80% Etc,,20.79789953,,1.107139362,1.107139362,0,,0,0,,,,,,t5,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N400,400,12-Apr,,,Irrigated,80% Etc,,0.161717552,,3.522731276,3.522731276,0,,0,0,,,,,,t1,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N400,400,12-Apr,,,Irrigated,80% Etc,,3.824294809,,1.88914222,1.88914222,0,,0,0,,,,,,t2,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N400,400,12-Apr,,,Irrigated,80% Etc,,10.59722416,,1.563545805,1.563545805,0,,0,0,,,,,,t3,
4,Hou et al. (2021),10.1016/j.agwat.2021.107134,Cotton,2018,China,Xinjiang,Randomized split plot,3,N400,400,12-Apr,,,Irrigated,80% Etc,,18.7698468,,1.21474842,1.21474842,0,,0,0,,,,,,t4,
